Level1,Level2,Level3,Level4,Citations
1993-1996,4,Factorial Learning and the EM Algorithm,Learning About Multiple Objects in Images: Factorial Learning without Factorial Search,5.595
2011-2014,5,Factoring nonnegative matrices with linear programs,Matrix factorization with binary components,6.818
2011-2014,5,Factoring nonnegative matrices with linear programs,Scalable Methods for Nonnegative Matrix Factorizations of Near-separable Tall-and-skinny Matrices,1.694
2011-2014,5,Factoring nonnegative matrices with linear programs,Spectral Methods for Supervised Topic Models,3.114
2011-2014,5,Factoring nonnegative matrices with linear programs,Orthogonal NMF through Subspace Exploration,2.946
2011-2014,5,Factoring nonnegative matrices with linear programs,Anchor-Free Correlated Topic Modeling: Identifiability and Algorithm,12.416
2008-2011,6,Brain covariance selection: better individual functional connectivity models using population prior,Robust Multimodal Graph Matching: Sparse Coding Meets Graph Matching,2.052
2005-2008,7,Characterizing neural dependencies with copula models,Correlation Coefficients are Insufficient for Analyzing Spike Count Dependencies,4.658
2005-2008,7,Characterizing neural dependencies with copula models,"Rescaling, thinning or complementing? On goodness-of-fit procedures for point process models and Generalized Linear Models",15.824
2008-2011,8,Characterizing neural dependencies with copula models,Correlation Coefficients are Insufficient for Analyzing Spike Count Dependencies,0.928
2008-2011,8,Characterizing neural dependencies with copula models,"Rescaling, thinning or complementing? On goodness-of-fit procedures for point process models and Generalized Linear Models",5.747
2002-2005,10,Learning the k in k-means,PG-means: learning the number of clusters in data,0.065
2002-2005,10,Learning the k in k-means,Dip-means: an incremental clustering method for estimating the number of clusters,19.494
2002-2005,10,Learning the k in k-means,Efficient and Robust Automated Machine Learning,0.999
1999-2002,11,Support Vector Machines for Multiple-Instance Learning,Multi-Level Active Prediction of Useful Image Annotations for Recognition,0.136
2002-2005,12,Support Vector Machines for Multiple-Instance Learning,Multi-Level Active Prediction of Useful Image Annotations for Recognition,1.417
2005-2008,13,Accelerating Bayesian Inference over Nonlinear Differential Equations with Gaussian Processes,Efficient Sampling for Gaussian Process Inference using Control Variables,17.416
2008-2011,0,Accelerating Bayesian Inference over Nonlinear Differential Equations with Gaussian Processes,Efficient Sampling for Gaussian Process Inference using Control Variables,9.579
2011-2014,1,Stochastic Gradient Riemannian Langevin Dynamics on the Probability Simplex,Bayesian Sampling Using Stochastic Gradient Thermostats,26.151
1999-2002,2,Incremental and Decremental Support Vector Machine Learning,Multi-Level Active Prediction of Useful Image Annotations for Recognition,18.492
2005-2008,3,Non-stationary dynamic Bayesian networks,Non-stationary continuous dynamic Bayesian networks,0.182
2005-2008,3,Non-stationary dynamic Bayesian networks,Inter-time segment information sharing for non-homogeneous dynamic Bayesian networks,3.267
2008-2011,4,Non-stationary dynamic Bayesian networks,Non-stationary continuous dynamic Bayesian networks,0.083
2008-2011,4,Non-stationary dynamic Bayesian networks,Inter-time segment information sharing for non-homogeneous dynamic Bayesian networks,7.286
2014-2017,5,Explore no more: Improved high-probability regret bounds for non-stochastic bandits,Contextual semibandits via supervised learning oracles,0.723
2002-2005,6,Maximum-Margin Matrix Factorization,Approximating Concavely Parameterized Optimization Problems,0.342
2002-2005,6,Maximum-Margin Matrix Factorization,Probabilistic Low-Rank Matrix Completion with Adaptive Spectral Regularization Algorithms,1.492
2011-2014,7,An Accelerated Proximal Coordinate Gradient Method,Exploiting the Structure: Stochastic Gradient Methods Using Raw Clusters,0.251
2014-2017,8,An Accelerated Proximal Coordinate Gradient Method,Exploiting the Structure: Stochastic Gradient Methods Using Raw Clusters,0.12
1990-1993,9,A Neural Network for Motion Detection of Drift-Balanced Stimuli,Recurrent Eye Tracking Network Using a Distributed Representation of Image Motion,3.621
1999-2002,10,Gaussianization,Reducing statistical dependencies in natural signals using radial Gaussianization,0.365
1999-2002,10,Gaussianization,The Conjoint Effect of Divisive Normalization and Orientation Selectivity on Redundancy Reduction,1.337
1999-2002,10,Gaussianization,Hierarchical Modeling of Local Image Features through ,0.472
1999-2002,10,Gaussianization,The 'tree-dependent components' of natural scenes are edge filters,0.144
1999-2002,10,Gaussianization,Divisive Normalization: Justification and Effectiveness as Efficient Coding Transform,0.582
1999-2002,10,Gaussianization,"Natural Images, Gaussian Mixtures and Dead Leaves",0.098
1996-1999,11,Fisher Scoring and a Mixture of Modes Approach for Approximate Inference and Learning in Nonlinear State Space Models,Learning Nonlinear Dynamical Systems Using an EM Algorithm,0.378
1990-1993,12,Tangent Prop - A formalism for specifying selected invariances in an adaptive network,A Rapid Graph-based Method for Arbitrary Transformation-Invariant Pattern Classification,0.301
1990-1993,12,Tangent Prop - A formalism for specifying selected invariances in an adaptive network,Efficient Pattern Recognition Using a New Transformation Distance,0.48
1987-1990,13,A Comparative Study of the Practical Characteristics of Neural Network and Conventional Pattern Classifiers,Using Genetic Algorithms to Improve Pattern Classification Performance,0.051
1990-1993,0,A Comparative Study of the Practical Characteristics of Neural Network and Conventional Pattern Classifiers,Using Genetic Algorithms to Improve Pattern Classification Performance,1.543
1999-2002,1,Partially labeled classification with Markov random walks,Semi-Supervised Learning with Trees,1.609
1999-2002,1,Partially labeled classification with Markov random walks,Semi-supervised Protein Classification Using Cluster Kernels,0.051
1999-2002,1,Partially labeled classification with Markov random walks,Nonparametric Transforms of Graph Kernels for Semi-Supervised Learning,0.51
1999-2002,1,Partially labeled classification with Markov random walks,Learning on Graph with Laplacian Regularization,1.409
1999-2002,1,Partially labeled classification with Markov random walks,Entropic Graph Regularization in Non-Parametric Semi-Supervised Classification,1.097
1999-2002,1,Partially labeled classification with Markov random walks,Analyzing the Harmonic Structure in Graph-Based Learning,0.135
1999-2002,1,Partially labeled classification with Markov random walks,Learning on graphs using Orthonormal Representation is Statistically Consistent,0.108
1999-2002,1,Partially labeled classification with Markov random walks,Semi-supervised Learning with Ladder Networks,0.274
2005-2008,2,Efficient Inference for Distributions on Permutations,Inferring rankings under constrained sensing,1.184
2005-2008,2,Efficient Inference for Distributions on Permutations,Fast Resampling Weighted v-Statistics,0.739
2011-2014,3,Exponential Concentration of a Density Functional Estimator,"Nonparametric von Mises Estimators for Entropies, Divergences and Mutual Informations",0.142
2014-2017,4,Exponential Concentration of a Density Functional Estimator,"Nonparametric von Mises Estimators for Entropies, Divergences and Mutual Informations",0.081
2002-2005,5,Ranking on Data Manifolds,Graph-based Consensus Maximization among Multiple Supervised and Unsupervised Models,2.052
1990-1993,6,Input Reconstruction Reliability Estimation,Non-Intrusive Gaze Tracking Using Artificial Neural Networks,0.428
1990-1993,6,Input Reconstruction Reliability Estimation,Using a Saliency Map for Active Spatial Selective Attention: Implementation & Initial Results,0.746
2008-2011,7,Priors over Recurrent Continuous Time Processes,MCMC for continuous-time discrete-state systems,1.211
2008-2011,7,Priors over Recurrent Continuous Time Processes,Poisson Process Jumping between an Unknown Number of Rates: Application to Neural Spike Data,0.143
2011-2014,8,Priors over Recurrent Continuous Time Processes,MCMC for continuous-time discrete-state systems,0.227
2011-2014,8,Priors over Recurrent Continuous Time Processes,Poisson Process Jumping between an Unknown Number of Rates: Application to Neural Spike Data,14.037
2008-2011,9,Learning a Distance Metric from a Network,On Graph Reconstruction via Empirical Risk Minimization: Fast Learning Rates and Scalability,0.686
2011-2014,10,Learning a Distance Metric from a Network,On Graph Reconstruction via Empirical Risk Minimization: Fast Learning Rates and Scalability,1.917
1996-1999,11,Probabilistic Methods for Support Vector Machines,Mixtures of Gaussian Processes,27.827
1999-2002,12,Probabilistic Methods for Support Vector Machines,Mixtures of Gaussian Processes,49.731
2008-2011,13,A Dirty Model for Multi-task Learning,On the Universality of Online Mirror Descent,8.813
2002-2005,0,Integrating Topics and Syntax,A ``Shape Aware'' Model for semi-supervised Learning of Objects and its Context,4.518
2005-2008,1,Supervised Dictionary Learning,Generalized Lasso based Approximation of Sparse Coding for Visual Recognition,29.464
2008-2011,2,Supervised Dictionary Learning,Generalized Lasso based Approximation of Sparse Coding for Visual Recognition,1.738
2002-2005,3,Learning to Find Pre-Images,Robust Kernel Principal Component Analysis,3.228
2005-2008,4,Spectral Hashing,Learning to Hash with Binary Reconstructive Embeddings,6.95
2005-2008,4,Spectral Hashing,Hashing Hyperplane Queries to Near Points with Applications to Large-Scale Active Learning,1.26
2005-2008,4,Spectral Hashing,Learning Image Descriptors with the Boosting-Trick,0.129
2005-2008,4,Spectral Hashing,Which Space Partitioning Tree to Use for Search?,0.964
2008-2011,5,Spectral Hashing,Learning to Hash with Binary Reconstructive Embeddings,6.186
2008-2011,5,Spectral Hashing,Hashing Hyperplane Queries to Near Points with Applications to Large-Scale Active Learning,0.07
2008-2011,5,Spectral Hashing,Learning Image Descriptors with the Boosting-Trick,7.753
2008-2011,5,Spectral Hashing,Which Space Partitioning Tree to Use for Search?,2.669
2008-2011,6,Approximate inference in continuous time Gaussian-Jump processes,Approximate inference in latent Gaussian-Markov models from continuous time observations,0.432
1987-1990,7,Generalization and Parameter Estimation in Feedforward Nets: Some Experiments,A Continuous Speech Recognition System Embedding MLP into HMM,1.06
1987-1990,7,Generalization and Parameter Estimation in Feedforward Nets: Some Experiments,Connectionist Approaches to the Use of Markov Models for Speech Recognition,0.108
1999-2002,8,Occam's Razor,What Size Net Gives Valid Generalization?,0.055
2005-2008,9,Fitted Q-iteration in continuous action-space MDPs,Regularized Policy Iteration,0.06
2005-2008,9,Fitted Q-iteration in continuous action-space MDPs,Fitted Q-iteration by Advantage Weighted Regression,5.041
2005-2008,9,Fitted Q-iteration in continuous action-space MDPs,Speedy Q-Learning,0.06
2005-2008,9,Fitted Q-iteration in continuous action-space MDPs,Convergent Fitted Value Iteration with Linear Function Approximation,0.06
2008-2011,10,Over-complete representations on recurrent neural networks can support persistent percepts,Structured sparse coding via lateral inhibition,67.179
2008-2011,11,Occlusive Components Analysis,The Maximal Causes of Natural Scenes are Edge Filters,67.179
2008-2011,11,Occlusive Components Analysis,What Are the Invariant Occlusive Components of Image Patches? A Probabilistic Generative Approach,3.633
1990-1993,12,Bayesian Learning via Stochastic Dynamics,Gaussian Processes for Regression,3.633
1990-1993,12,Bayesian Learning via Stochastic Dynamics,"Bayesian Backprop in Action: Pruning, Committees, Error Bars and an Application to Spectroscopy",0.184
2008-2011,13,High-dimensional regression with noisy and missing data: Provable guarantees with non-convexity,Structure estimation for discrete graphical models: Generalized covariance matrices and their inverses,0.342
2008-2011,13,High-dimensional regression with noisy and missing data: Provable guarantees with non-convexity,Regularized M-estimators with nonconvexity: Statistical and algorithmic theory for local optima,1.259
2008-2011,13,High-dimensional regression with noisy and missing data: Provable guarantees with non-convexity,Regularized EM Algorithms: A Unified Framework and Statistical Guarantees,0.066
2011-2014,0,High-dimensional regression with noisy and missing data: Provable guarantees with non-convexity,Structure estimation for discrete graphical models: Generalized covariance matrices and their inverses,0.514
2011-2014,0,High-dimensional regression with noisy and missing data: Provable guarantees with non-convexity,Regularized M-estimators with nonconvexity: Statistical and algorithmic theory for local optima,0.054
